phi1,dm_interp
5.949999809265137,16.677661895751953
6.0,16.67795181274414
6.050000190734863,16.67824363708496
6.099999904632568,16.67853355407715
6.150000095367432,16.67882537841797
6.199999809265137,16.679115295410156
6.25,16.679407119750977
6.300000190734863,16.679697036743164
6.349999904632568,16.67998695373535
6.400000095367432,16.680278778076172
6.449999809265137,16.68056869506836
6.5,16.68086051940918
6.550000190734863,16.681150436401367
6.599999904632568,16.681442260742188
6.650000095367432,16.681732177734375
6.699999809265137,16.682024002075195
6.75,16.682313919067383
6.800000190734863,16.682605743408203
6.849999904632568,16.68289566040039
6.900000095367432,16.683185577392578
6.949999809265137,16.6834774017334
7.0,16.683767318725586
7.050000190734863,16.683767318725586
7.099999904632568,16.683767318725586
7.150000095367432,16.683767318725586
7.199999809265137,16.683767318725586
7.25,16.683767318725586
7.300000190734863,16.683767318725586
7.349999904632568,16.683767318725586
7.400000095367432,16.683767318725586
7.449999809265137,16.683767318725586
7.5,16.683767318725586
7.550000190734863,16.683767318725586
7.599999904632568,16.683767318725586
7.650000095367432,16.683767318725586
7.699999809265137,16.683767318725586
7.75,16.683767318725586
7.800000190734863,16.683767318725586
7.849999904632568,16.683767318725586
7.900000095367432,16.683767318725586
7.949999809265137,16.683767318725586
8.0,16.683767318725586
8.050000190734863,16.683767318725586
8.100000381469727,16.683767318725586
8.149999618530273,16.683767318725586
8.199999809265137,16.683767318725586
8.25,16.683767318725586
8.300000190734863,16.683767318725586
8.350000381469727,16.683767318725586
8.399999618530273,16.683767318725586
8.449999809265137,16.683767318725586
8.5,16.683767318725586
8.550000190734863,16.683767318725586
8.600000381469727,16.683767318725586
8.649999618530273,16.683767318725586
8.699999809265137,16.683767318725586
8.75,16.683767318725586
8.800000190734863,16.683767318725586
8.850000381469727,16.683767318725586
8.899999618530273,16.683767318725586
8.949999809265137,16.683767318725586
9.0,16.683767318725586
